dimension,finding_id,severity,reviewers_severity,verification,timing,effort,title,files
"frontend-code","config-by-hostname-sniff","medium","low","confirmed","next","S","API base URL chosen by hostname sniff with a hardcoded production path; no staging/env injection; README documents a stale constant","frontend-html/js/config.js:10-12; frontend-html/README.md:6-10; DEPLOYMENT.md:14"
"frontend-code","inline-styles-bypass-tokens","medium","low","confirmed","later","M","842 inline style attributes and 529 hardcoded hex colours bypass the 23 design tokens defined in theme.css","frontend-html/css/theme.css:8-21; frontend-html/js/ui.js:17-25; frontend-html/js/layout.js:116-127; frontend-html/admin/students.html:415-418"
"frontend-code","a11y-gaps-in-dynamic-ui","medium","low","confirmed","later","M","Accessibility is skin-deep: 4 of 68 labels bound with for=, no roles/aria-modal/focus trap on custom modals, 63 buttons without type","frontend-html/js/ui.js:139-212; frontend-html/js/ui.js:388-408; frontend-html/js/layout.js:135-137; frontend-html/admin/students.html:119-217; frontend-html/parent/dashboard.html:36"
"frontend-code","pwa-manifest-without-installability-or-offline","low","","informational","later","S","PWA is a manifest only: no service worker, SVG-only icon (no PNG 192/512, invalid apple-touch-icon), start_url login.html","frontend-html/manifest.webmanifest:1-21; frontend-html/js/config.js:28-44; frontend-html/images/logo.svg"
"frontend-code","residual-escaping-inconsistencies","low","","informational","next","S","Residual output-handling inconsistencies: one unescaped innerHTML of server text, 5 double-escape sites, unencoded id in one API path, error keys used raw in selectors","frontend-html/forgot-password.html:71; frontend-html/forgot-password.html:88-91; frontend-html/admin/students.html:387; frontend-html/admin/centers.html:39; frontend-html/admin/managers.html:70; frontend-html/admin/teachers.html:245; frontend-html/teacher/students.html:78; frontend-html/parent/child.html:35; frontend-html/admin/students.html:334"
"frontend-code","dead-ui-and-frontend-doc-drift","low","","informational","next","S","Dead UI and stale documentation: unwired 'remember me', removed demo-accounts panel still documented, README/CLAUDE.md/launcher describe a client that no longer exists","frontend-html/login.html:56-60; frontend-html/README.md:21-26; frontend-html/README.md:28-41; CLAUDE.md; تشغيل-المشروع.bat:27"
"web-landing","no-legal-pages","critical","medium","confirmed","now","S","No privacy policy or terms anywhere on the public surface (blocks app-store submission for a minors'-data product)","frontend-html/index.html:355-371; frontend-html/login.html:70; frontend-html/forgot-password.html:56"
"web-landing","forgot-password-dead-end","high","medium","confirmed","now","M","Forgot-password page promises an SMS code that is never sent in production, and excludes managers/admins","backend/app/Http/Controllers/Api/AuthController.php:204-211; backend/app/Http/Controllers/Api/AuthController.php:122; backend/app/Http/Controllers/Api/AuthController.php:181; frontend-html/forgot-password.html:23; frontend-html/forgot-password.html:88-92"
"web-landing","no-acquisition-cta","high","low","confirmed","next","M","Landing has no lead-capture path: only 'login' CTAs, contact is plain text, and the footer brands the platform as a single center","frontend-html/index.html:153; frontend-html/index.html:183-185; frontend-html/index.html:273; frontend-html/index.html:353; frontend-html/index.html:366-370"
"web-landing","gallery-photos-provenance","high","","confirmed","next","S","Gallery photos of identifiable minors are byte-identical copies of files downloaded from Facebook/Google Images/news sites with no attribution or consent record","frontend-html/img/gallery/g04-listening.jpg; frontend-html/img/gallery/g07-tasmee-bench.jpg; frontend-html/img/gallery/g11-competition-boys.jpg; Home photos/629319058_1229473859375865_3097274146528381499_n.jpg; Home photos/مصطفى-المهدوي-720x470.jpg; frontend-html/index.html:309-319"
"web-landing","demo-accounts-endpoint-debug-gated","medium","","confirmed","now","S","Dead public endpoint /api/public/demo-accounts still dumps every user's name+email+role whenever APP_DEBUG=true, unthrottled and untested","backend/app/Http/Controllers/Api/DashboardController.php:101-121; backend/routes/api.php:23; backend/app/Http/Controllers/Api/AuthController.php:149-152"
"web-landing","unused-bootstrap-and-font-chain","medium","low","confirmed","next","S","233 KB Bootstrap RTL CSS is render-blocking on all three public pages yet no Bootstrap class is used; fonts load through a serial @import with no preconnect or SRI","frontend-html/index.html:8; frontend-html/login.html:8; frontend-html/forgot-password.html:7; frontend-html/css/theme.css:6"
"web-landing","gallery-images-unoptimized","medium","low","confirmed","next","S","1.08 MB of unoptimized JPEGs; largest is 2560x1440 served into a 751x235 slot; no srcset/WebP; one image is upscaled","frontend-html/img/gallery/g10-judges-panel.jpg; frontend-html/img/gallery/g08-louh-arches.jpg; frontend-html/img/gallery/g04-listening.jpg; frontend-html/img/gallery/g01-halaqa-reading.jpg; frontend-html/index.html:66-69"
"web-landing","seo-social-meta-missing","medium","low","confirmed","next","S","No Open Graph/Twitter cards, canonical, favicon, robots.txt, sitemap or structured data; heading levels skip","frontend-html/index.html:3-9; frontend-html/index.html:265-268; frontend-html/index.html:357; frontend-html/js/config.js:43"
"web-landing","pwa-manifest-icons","medium","low","confirmed","next","S","PWA/home-screen icon set is SVG-only with a webfont-dependent wordmark; iOS and Android install paths degrade","frontend-html/manifest.webmanifest:13-20; frontend-html/js/config.js:43; frontend-html/images/logo.svg:20"
"web-landing","login-mobile-layout","medium","low","confirmed","next","S","On phones the login form sits below a full-height brand panel, and the nav login pill wraps to two lines","frontend-html/login.html:21-25; frontend-html/login.html:74; frontend-html/index.html:17; frontend-html/index.html:153"
"web-landing","static-host-no-headers-readme-exposed","medium","low","confirmed","next","S","No .htaccess for the static root: no HSTS/CSP/X-Frame-Options, no caching, and README.md with stale credentials is deployed to public_html",".cpanel.yml:5; frontend-html/README.md:23-28; backend/.htaccess:1-20"
"web-landing","remember-me-dead-control","low","","informational","next","S","'تذكّرني' checkbox is decorative — never read; the token is always persisted in localStorage","frontend-html/login.html:56-60; frontend-html/js/pages/login.js:27-35; frontend-html/js/auth.js:8-11"
"web-landing","public-forms-a11y-gaps","low","","informational","next","S","Accessibility gaps on the three public pages: unlabeled inputs on forgot-password, missing autocomplete hints, emoji-only toggle, alerts without role","frontend-html/forgot-password.html:29-30; frontend-html/forgot-password.html:42-47; frontend-html/login.html:44-52; frontend-html/login.html:40; frontend-html/js/ui.js:38-46"
"web-landing","public-stats-uncached-inconsistent","low","","informational","later","S","/public/stats is unthrottled and uncached, counts inactive users, and the two hardcoded fallback sets on the page contradict each other","backend/routes/api.php:22; backend/app/Http/Controllers/Api/DashboardController.php:124-134; frontend-html/index.html:187-191; frontend-html/index.html:331-333"
"web-landing","doc-drift-public-surface","low","","informational","next","S","Docs, screenshots and the content guide describe a login demo panel, Blade pages and CORS settings that no longer exist","CLAUDE.md:206; DEPLOYMENT.md:14; frontend-html/README.md:6-7,23-28; دليل-محتوى-الصفحات.md:60-76; screenshots/01-landing.png; screenshots/44-login-demo-accounts.png"
"design-system","tokens-defined-not-consumed","high","medium","confirmed","now","M","Design tokens exist in :root but pages hardcode hex and inline styles instead","frontend-html/css/theme.css:8-22; frontend-html/admin/students.html:111-149; frontend-html/login.html:60-63; frontend-html/js/ui.js:17-25"
"design-system","two-sources-of-truth","high","low","confirmed","now","S","Handoff bundle and theme.css contradict each other (and the handoff contradicts itself)","_handoff2/untitled/project/mutqin.css:11,16,62-66; _handoff2/untitled/project/هوية-متقن-للمطورين.css:16,25-27; frontend-html/css/theme.css:11,31-35,46,76; _handoff2/untitled/project/uploads/لوحة الألوان المستخدمة.png"
"design-system","logo-not-an-asset","high","medium","confirmed","now","S","Logo mark exists in six divergent inline variants and the SVG wordmark depends on a non-embedded font; no PNG app icons","frontend-html/images/logo.svg:16; frontend-html/js/layout.js:64-71; frontend-html/index.html:142,204,346; frontend-html/login.html:89; frontend-html/js/config.js:43; frontend-html/manifest.webmanifest:13-19"
"design-system","contrast-failures-in-tokens","medium","low","confirmed","now","S","Several core tokens fail WCAG AA where they are used for text","frontend-html/css/theme.css:12,45,183; frontend-html/admin/students.html:115; frontend-html/login.html:79"
"design-system","font-delivery-and-bundling","medium","low","confirmed","now","S","Fonts are a render-blocking Google Fonts @import with generic fallbacks; PDFs do not use the brand fonts","frontend-html/css/theme.css:6,17; backend/resources/views/pdf/layout.blade.php:6,24; _handoff2/untitled/project/موقع متقن - نسخة مستقلة.html"
"design-system","no-dark-mode","medium","low","confirmed","next","M","No dark theme or colour-scheme handling anywhere","frontend-html/css/theme.css; frontend-html/manifest.webmanifest:10-11; frontend-html/js/config.js:38"
"design-system","bootstrap-dead-weight-doc-drift","medium","low","confirmed","next","S","Bootstrap 5 RTL CSS is loaded on all 33 pages but no Bootstrap class is used; docs still call it a Bootstrap client","frontend-html/admin/dashboard.html:7; frontend-html/login.html:8; frontend-html/css/theme.css:4,20-21; CLAUDE.md:10; frontend-html/README.md:3"
"design-system","no-type-space-radius-scales","medium","low","confirmed","next","M","No typographic, spacing, radius, elevation, motion or z-index scales -- values are ad hoc","frontend-html/css/theme.css:15-16,46-49; frontend-html/index.html; frontend-html/manager/students.html"
"design-system","component-gaps-vs-handoff","medium","low","confirmed","next","M","Components specified in the handoff are missing from theme.css; dialogs and alerts are unbranded or inline","_handoff2/untitled/project/mutqin.css:138-191; frontend-html/js/ui.js:9-29,32,382; frontend-html/js/layout.js:136; frontend-html/teacher/dashboard.html:38"
"design-system","iconography-emoji-vs-svg","medium","low","confirmed","next","M","Iconography is split between a 20-glyph SVG line set and 129 emoji used as icons","frontend-html/js/ui.js:406-427,437-440; _handoff2/untitled/project/نظام التصميم - مُتقن.dc.html:237-239; frontend-html/admin/centers.html"
"design-system","duplicate-token-namespaces","low","","informational","next","S","theme.css carries two overlapping token namespaces with conflicting 'muted'/'ink'/'shadow' values","frontend-html/css/theme.css:8-22,37-50"
"design-system","no-design-documentation","low","","informational","next","S","No in-repo design documentation, usage rules or component catalogue; CLAUDE.md is a one-liner and the handoff README is agent-oriented","CLAUDE.md:212; frontend-html/README.md:35; _handoff2/untitled/README.md"
"design-system","a11y-semantics-in-components","low","","informational","next","S","Icon-only controls lack accessible names; ARIA is nearly absent","frontend-html/js/ui.js:437-447; frontend-html/js/layout.js:105-112; frontend-html/css/theme.css:63,157"
"design-system","rtl-physical-properties","low","","informational","later","S","Layout uses physical (right/left) properties; RTL is assumed rather than expressed logically","frontend-html/css/theme.css:205,225,229-231,319"
"documentation","no-api-reference-openapi","critical","medium","confirmed","now","L","No machine-readable API contract (OpenAPI/Postman) for ~107 endpoints; response shapes only discoverable by reading PHP","backend/routes/api.php:16-173; backend/composer.json:7-13; frontend-html/admin/students.html:40; backend/app/Http/Controllers/Api/StudentController.php:132; frontend-html/js/api.js:50-74"
"documentation","claude-md-drift-60-commits","high","medium","confirmed","now","S","CLAUDE.md (the only architecture reference) is 60 commits stale: 20 endpoints, 8 pages, 2 controllers, 1 table missing and ≥12 statements now false","CLAUDE.md:25; CLAUDE.md:32; CLAUDE.md:34; CLAUDE.md:68; CLAUDE.md:70; CLAUDE.md:85; CLAUDE.md:128; CLAUDE.md:152; CLAUDE.md:207-210; CLAUDE.md:218; CLAUDE.md:220; backend/routes/api.php:47-49; backend/routes/api.php:59-61; backend/routes/api.php:66; backend/routes/api.php:69; backend/routes/api.php:76-78; backend/routes/api.php:103-105; backend/routes/api.php:112; backend/routes/api.php:143-149; backend/routes/api.php:164; backend/app/Support/LoginEmail.php:7-9; backend/app/Http/Controllers/Api/AuthController.php:36-37; backend/database/seeders/LibyanDataSeeder.php:40-43"
"documentation","no-root-readme-onboarding-broken","high","low","confirmed","now","S","No root README; backend/README.md is Laravel boilerplate; .env.example and the launcher .bat send a new developer down a broken path","backend/README.md:1-58; backend/.env.example:1-25; backend/phpunit.xml:20-21; CLAUDE.md:25; تشغيل-المشروع.bat:22-25"
"documentation","obsolete-docs-not-retired","medium","low","confirmed","next","S","Blade-era and three-role documents are still shipped as if current (page guide, frontend README, 36 screenshots)","دليل-محتوى-الصفحات.md:5; دليل-محتوى-الصفحات.md:11; دليل-محتوى-الصفحات.md:37-40; frontend-html/README.md:21-27; frontend-html/README.md:18; screenshots/index.html; _handoff2/untitled/README.md:1-5"
"documentation","deploy-runbook-abandoned-and-contradicted","high","medium","confirmed","next","S","DEPLOY_LOG.md promises an entry per commit but has none for the last 18 commits, 6/8 entries are 'pending', and its 'manual-only deploy' premise is contradicted by .cpanel.yml","backend/DEPLOY_LOG.md:6-9; backend/DEPLOY_LOG.md:20; backend/DEPLOY_LOG.md:39; .cpanel.yml:1-7; DEPLOYMENT.md:9-13"
"documentation","no-adr-log-inline-decisions-contradict","medium","low","confirmed","next","M","Architecture decisions live only as 18 scattered inline 'قرار معتمد' comments; some comments contradict each other","backend/routes/api.php:83-85; backend/routes/api.php:151; backend/routes/api.php:17; backend/routes/api.php:95; backend/routes/api.php:139; backend/app/Http/Controllers/Api/CenterController.php:244; backend/database/migrations/2026_07_18_120000_add_correction_audit_to_attendances.php:11"
"documentation","no-erd-data-dictionary","medium","low","confirmed","next","M","No ERD or data dictionary; schema semantics (vestigial/unreliable/overlapping columns) exist only as prose in CLAUDE.md","CLAUDE.md:191-200; CLAUDE.md:74-76; backend/database/migrations/2026_08_22_100000_create_messages_table.php:14-26; backend/app/Models/Student.php"
"documentation","no-changelog-versioning-policy","medium","low","confirmed","now","S","No CHANGELOG, one git tag in 224 commits, no API version or deprecation policy","backend/routes/api.php:26; backend/DEPLOY_LOG.md:20; frontend-html/js/config.js:10-12"
"documentation","no-user-manuals-per-role","medium","low","confirmed","next","M","No end-user documentation for any of the four roles (manager onboarding, teacher workflows, parent app help, fingerprint-import guide)","frontend-html/manager/attendance.html:84-87; frontend-html/login.html; DEPLOYMENT.md:8-9"
"documentation","env-example-defaults-wrong","medium","low","confirmed","now","S","backend/.env.example contradicts the project (sqlite, English locale, no CORS origin) while .env.production.example is correct","backend/.env.example:1-18; backend/.env.production.example:20-27; backend/config/cors.php:14-16; backend/phpunit.xml:20-21; CLAUDE.md:25"
"documentation","phpdoc-contract-tags-absent","low","","informational","later","M","Comments explain intent well but carry almost no machine-readable contracts (@param/@return, strict_types, return types)","backend/app/Http/Controllers/Api/MessageController.php:24-26; backend/app/Http/Controllers/Api/AdminUserController.php; backend/app/Http/Controllers/Api/AttendanceImportController.php; backend/app/Models/Revision.php; backend/app/Models/TajweedEvaluation.php"
"documentation","language-strategy-undefined","low","","informational","later","S","No stated documentation language policy: English CLAUDE.md, Arabic ops docs, boilerplate English README, mixed commits","CLAUDE.md:1; DEPLOYMENT.md:1; backend/DEPLOY_LOG.md:1; n8n/README.md:1-4; backend/README.md:1"
"documentation","repo-hygiene-unexplained-artifacts","low","","informational","later","S","Unexplained artifacts committed at repo/backend root: personal photos, scratch PHP scripts, test xlsx, 3.3 MB design bundle","Home photos/; backend/check_excel.php:1-9; backend/generate_test_excel.php:1-8; backend/attendance_test.xlsx; _handoff2/untitled/project/; .gitignore:1-10"
"documentation","no-contributing-ci-docs-gate","low","","informational","next","S","No CONTRIBUTING.md, PR template, CODEOWNERS or CI — nothing defines how tests, style and docs are kept green","backend/composer.json:17-25; backend/.editorconfig; CLAUDE.md:105"
"reports-pdf","admin-reports-pdf-only","high","low","confirmed","now","S","Admin reports exist only as PDF bytes; no JSON endpoints for center/teachers/at-risk/overview","backend/routes/api.php:124-128; backend/app/Http/Controllers/Api/ReportPdfController.php:106-142; frontend-html/admin/reports.html:78-82"
"reports-pdf","parent-no-progress-report","high","medium","confirmed","now","S","Parent role has no memorization-progress report: no juz progress, no report page, no PDF","backend/app/Http/Controllers/Api/StudentController.php:693-747; backend/app/Http/Controllers/Api/StudentController.php:751-857; frontend-html/js/layout.js:44-47; backend/routes/api.php:43-50"
"reports-pdf","metric-definitions-inconsistent","high","medium","confirmed","next","M","Attendance %, teacher counts and 'late' semantics are computed differently across report paths","backend/app/Services/ReportService.php:116; backend/app/Services/ReportService.php:152; backend/app/Services/ReportService.php:135; backend/app/Services/ReportService.php:475; backend/app/Services/ReportService.php:178-180; backend/app/Services/ReportService.php:389; n8n/attendance-digest.code.js:17"
"reports-pdf","student-pdf-omits-memorization","medium","","confirmed","next","S","Student PDF fetches memorizations but never renders them; no juz progress in any PDF","backend/app/Services/ReportService.php:47-49; backend/resources/views/pdf/student.blade.php:1-77; backend/resources/views/pdf/teacher-group.blade.php:17-42"
"reports-pdf","report-test-coverage-thin","medium","","confirmed","now","S","Only 1 of 9 PDF routes tested; teacher ownership guard on student report (JSON and PDF) has no test","backend/tests/Feature/ManagerReportsTest.php:82-83; backend/app/Http/Controllers/Api/ReportController.php:20; backend/app/Http/Controllers/Api/ReportPdfController.php:83; backend/tests/Feature/OwnershipTest.php:16-33"
"reports-pdf","n-plus-one-legacy-paths","medium","low","confirmed","next","M","Four older report paths still issue per-row queries (N+1) despite fixes elsewhere","backend/app/Services/ReportService.php:79-105; backend/app/Services/ReportService.php:112-115; backend/app/Services/ReportService.php:168; backend/app/Services/ReportService.php:182-199; backend/app/Http/Controllers/Api/ReportController.php:97-111"
"reports-pdf","pdf-mobile-consumption","medium","low","confirmed","next","S","PDFs are Bearer-gated inline responses with no signed/shareable URL; web opener is popup-blocked on iOS","backend/app/Http/Controllers/Api/ReportPdfController.php:65-72; frontend-html/js/ui.js:350-375"
"reports-pdf","sync-pdf-no-cache-no-queue","medium","low","confirmed","later","L","PDF generation is synchronous per request; no caching, queue, or scheduler exists","backend/app/Http/Controllers/Api/ReportPdfController.php:37-73; backend/.env.production.example:60-62; backend/routes/console.php:1-9"
"reports-pdf","at-risk-definition-narrow","medium","low","confirmed","next","M","At-risk definition ignores memorization stagnation and unrecorded students; thresholds are global constants","backend/app/Services/ReportService.php:22-23; backend/app/Services/ReportService.php:239-242; backend/resources/views/pdf/admin/at-risk.blade.php:28"
"reports-pdf","teacher-ranking-formula-undocumented","medium","low","confirmed","next","S","Teacher performance ranking uses a hidden composite formula and includes inactive teachers","backend/app/Services/ReportService.php:176-204; backend/resources/views/pdf/admin/teachers.blade.php:4"
"reports-pdf","aggregation-duplicated-outside-service","medium","low","confirmed","next","M","Report aggregations are re-implemented in four controllers outside ReportService","backend/app/Http/Controllers/Api/CenterManagerController.php:306-360; backend/app/Http/Controllers/Api/CenterController.php:99-126; backend/app/Http/Controllers/Api/StudentController.php:800-855; backend/app/Http/Controllers/Api/DashboardController.php:25-71"
"reports-pdf","orphan-and-unstable-json-report-endpoints","low","","informational","next","S","Five report JSON endpoints have no UI consumer and two return raw Eloquent models","backend/routes/api.php:73-74; backend/routes/api.php:122; backend/routes/api.php:155; backend/routes/api.php:166-167; backend/app/Http/Controllers/Api/ReportController.php:33-49"
"reports-pdf","no-period-validation","low","","informational","next","S","month/year query parameters are cast but never validated; label and data can disagree","backend/app/Http/Controllers/Api/ReportPdfController.php:22-32; backend/app/Http/Controllers/Api/ReportController.php:27-28; backend/app/Http/Controllers/Api/CenterManagerController.php:596-599"
"reports-pdf","no-export-no-scheduling","low","","informational","later","M","No xlsx/csv export and no in-app scheduled/e-mailed reports; only an external n8n digest with a divergent formula","backend/composer.json:12; backend/.env.production.example:64-66; n8n/README.md:7-15; n8n/attendance-digest.code.js:17; n8n/mutqin-daily-attendance-digest.json:70-123"
"reports-pdf","pdf-typography-pagination","low","","informational","later","S","PDFs use mPDF's bundled fallback font instead of brand fonts and have no page numbers or repeating header","backend/resources/views/pdf/layout.blade.php:6; backend/resources/views/pdf/layout.blade.php:24; backend/resources/views/pdf/layout.blade.php:55-57; backend/app/Http/Controllers/Api/ReportPdfController.php:50-63; frontend-html/css/theme.css:6-17"
"messaging-notifications","no-push-no-device-tokens","critical","medium","confirmed","now","L","No push channel (FCM/APNs) and no device-token storage — in-app DB channel only","backend/app/Notifications/InAppNotification.php:31-34; backend/config/ (no broadcasting.php; grep for fcm|apns|firebase|device_token|push_token returns nothing); backend/.env.production.example:72; frontend-html/manifest.webmanifest:1-22; frontend-html/js/config.js:37"
"messaging-notifications","otp-no-production-delivery","high","medium","confirmed","now","M","OTP password reset has no delivery path in production (SMS TODO; log line below LOG_LEVEL; dev_otp local-only)","backend/app/Http/Controllers/Api/AuthController.php:216-220; backend/app/Http/Controllers/Api/AuthController.php:153-156; backend/.env.production.example:12; backend/.env.production.example:38-39; backend/config/logging.php:68-72; DEPLOYMENT.md:12"
"messaging-notifications","thread-mine-by-role-misattribution","high","medium","confirmed","now","S","Message ownership derived from sender_role, not sender_id — reassigned teacher inherits predecessor's messages as 'mine' and reads the parent's history with the former teacher","backend/app/Http/Controllers/Api/MessageController.php:120-130; backend/app/Http/Controllers/Api/MessageController.php:82-85; backend/app/Http/Controllers/Api/StudentController.php:611; backend/app/Http/Controllers/Api/StudentRequestController.php:274-296; frontend-html/teacher/messages.html:78-82"
"messaging-notifications","notification-payload-web-links-not-deep-links","high","low","confirmed","now","S","Notification payload carries HTML page paths as `link` and an inconsistent `ref_id` — no deep-link contract for mobile","backend/app/Notifications/InAppNotification.php:37-46; backend/app/Http/Controllers/Api/MemorizationController.php:197-198; backend/app/Http/Controllers/Api/WeeklyTestController.php:99-100; backend/app/Http/Controllers/Api/MessageController.php:187-188; backend/app/Http/Controllers/Api/StudentRequestController.php:183-184; backend/app/Http/Controllers/Api/NotificationController.php:20-32; frontend-html/js/layout.js:241"
"messaging-notifications","no-pagination-no-unread-aggregates","medium","low","confirmed","now","S","Notifications capped at 30 and threads at 100 with no cursor; no unread-count endpoints; thread list unsorted","backend/app/Http/Controllers/Api/NotificationController.php:20; backend/app/Http/Controllers/Api/MessageController.php:120-122; backend/app/Http/Controllers/Api/MessageController.php:92-99; backend/routes/api.php:33-35; backend/routes/api.php:47-49"
"messaging-notifications","read-marking-on-get-side-effect","medium","low","confirmed","next","S","Opening a thread (GET) bulk-marks all incoming messages as read — no explicit read endpoint, no per-message receipts","backend/app/Http/Controllers/Api/MessageController.php:114-118; frontend-html/teacher/messages.html:74-86"
"messaging-notifications","polling-only-no-realtime-no-backoff","medium","low","confirmed","next","M","60-second unconditional polling for the bell; open message threads never refresh; no visibility/ETag optimisation","frontend-html/js/layout.js:257; frontend-html/js/layout.js:219-229; frontend-html/teacher/messages.html (no setInterval); frontend-html/parent/messages.html (no setInterval); backend/app/Http/Controllers/Api/NotificationController.php:20-37"
"messaging-notifications","no-anti-abuse-rate-limit-moderation","medium","","confirmed","next","M","No per-user rate limit on sending, no report/block, no manager oversight — spam amplifies into notifications","backend/routes/api.php:49; backend/routes/api.php:149; backend/bootstrap/app.php:14-21; backend/app/Http/Controllers/Api/MessageController.php:172-189; backend/app/Models/Message.php:7-10"
"messaging-notifications","no-manager-channel-no-broadcast","medium","low","confirmed","next","L","Communication matrix is parent↔teacher per student only — no manager↔parent/teacher channel and no center announcements","backend/routes/api.php:43-131; backend/app/Http/Controllers/Api/MessageController.php:12-19; backend/app/Http/Controllers/Api/MessageController.php:156-162; frontend-html/js/layout.js:34-47"
"messaging-notifications","notification-catalogue-gaps","medium","low","confirmed","next","M","Catalogue misses the highest-value parent events: absence/late, teacher change, transfer of own child, student deactivation, test update","backend/app/Http/Controllers/Api/AttendanceController.php (no InAppNotification usage); backend/app/Http/Controllers/Api/AttendanceImportController.php (no InAppNotification usage); backend/app/Http/Controllers/Api/StudentController.php:609; backend/app/Http/Controllers/Api/StudentRequestController.php:332-339; backend/app/Http/Controllers/Api/WeeklyTestController.php:94"
"messaging-notifications","sendsafe-silent-loss-in-production","medium","low","confirmed","next","S","sendSafe swallows all Throwables and logs at warning — below production LOG_LEVEL=error, so notification loss is truly silent","backend/app/Notifications/InAppNotification.php:52-62; backend/.env.production.example:38-39; backend/config/logging.php:68-72; backend/.env.production.example:60-62"
"messaging-notifications","test-coverage-gaps-and-doc-drift","medium","low","confirmed","next","S","No tests for parent-facing notification types, message_received, GET /notifications or read-all; docs omit messaging entirely","backend/tests/Feature/MessagingTest.php:29-129; backend/tests/Feature/StudentRequestNotificationTest.php:17-69; backend/tests/Feature/OwnershipTest.php:65-75; backend/app/Notifications/InAppNotification.php:13-17; CLAUDE.md:89"
"messaging-notifications","digest-outside-app-n8n-email-only","low","","informational","later","M","Daily attendance digest lives only in an external n8n workflow (email to one address, admin password login, not deployed, app has no mailer/scheduler)","n8n/mutqin-daily-attendance-digest.json:25-62; n8n/mutqin-daily-attendance-digest.json:87-112; n8n/mutqin-daily-attendance-digest.json:181-190; n8n/README.md:19-25; .cpanel.yml:1-8; backend/routes/console.php:1-9; backend/.env.production.example:66"
"messaging-notifications","no-preferences-no-structured-i18n","low","","informational","later","M","No notification preferences (per-type opt-out, quiet hours) and notification text is pre-rendered Arabic stored in the DB","backend/app/Notifications/InAppNotification.php:37-46; backend/app/Http/Controllers/Api/NotificationController.php:30; backend/app/Http/Controllers/Api/MemorizationController.php:194-196"
"messaging-notifications","no-retention-policy","low","","informational","later","S","Notifications and messages grow unbounded — no pruning, archival or retention decision","backend/database/migrations/2026_07_01_221219_create_notifications_table.php:14-21; backend/database/migrations/2026_08_22_100000_create_messages_table.php:16-27; backend/routes/console.php:1-9"
"process-maturity","no-ci-no-review-gate","critical","high","confirmed","now","S","Zero CI, zero pull requests, zero code review — every commit is a direct push to master",".github/ (absent); backend/phpunit.xml:21-27; backend/composer.json:69-77"
"process-maturity","manual-sql-deploy-prod-lag","critical","high","confirmed","now","M","Production deploy is manual cPanel file-pasting with hand-written SQL migrations; prod is 68 commits behind master","backend/DEPLOY_LOG.md:8-9; backend/DEPLOY_LOG.md:21-22; backend/DEPLOY_LOG.md:28-36; .cpanel.yml:1-7"
"process-maturity","no-release-process","high","medium","confirmed","now","S","No releases, no CHANGELOG, no semantic versioning, one ad-hoc tag","backend/composer.json; frontend-html/manifest.webmanifest; backend/config/app.php"
"process-maturity","single-dev-three-identities-no-tracker","high","medium","confirmed","now","S","Single developer under three git identities; issue tracker unused; two orphaned unmerged branches","origin/claude/fix-error-l1qqjk; origin/claude/libya-database-seeding-3mr2er"
"process-maturity","docs-drift-claude-md","high","medium","confirmed","now","S","CLAUDE.md and DEPLOYMENT.md have drifted from the code (undocumented subsystems, wrong counts, obsolete instructions)","CLAUDE.md:25; CLAUDE.md:18; DEPLOYMENT.md:11; DEPLOYMENT.md:13; DEPLOYMENT.md:14; backend/routes/api.php:47-49; backend/routes/api.php:59-66; backend/routes/api.php:112; backend/routes/api.php:143-149"
"process-maturity","public-repo-exposes-hosting-details","high","low","confirmed","now","S","GitHub repository is public and commits hosting internals (cPanel user, DB name, server paths) and demo credentials","backend/DEPLOY_LOG.md:3-5; backend/DEPLOY_LOG.md:14-19; backend/database/seeders/LibyanDataSeeder.php:40-43; CLAUDE.md:32"
"process-maturity","repo-hygiene-binaries","medium","low","confirmed","next","S","15 MiB of tracked files: composer.phar, orphaned screenshots, duplicated photos, a design handoff bundle and stray dev scripts","backend/composer.phar; screenshots/; Home photos/; _handoff2/untitled/project/uploads/pasted-1781910600697-0.png; backend/attendance_test.xlsx; backend/check_excel.php:4; backend/generate_test_excel.php:40; .gitignore:1-9"
"process-maturity","cpanel-deploy-ships-dev-artifacts","medium","low","confirmed","next","S",".cpanel.yml rsyncs tests, dev scripts, composer.phar and DEPLOY_LOG into the production webroot",".cpanel.yml:5-7; backend/.htaccess"
"process-maturity","conventional-commits-partial","medium","low","confirmed","now","S","Conventional-commit prefixes adopted only since 2026-08-22 and inconsistently (29%); mixed English/Arabic; 31% of subjects exceed 72 chars","git log (all)"
"process-maturity","no-frontend-tests-no-static-analysis","medium","","confirmed","next","M","Zero automated tests for 5,248 lines of frontend JS; no static analysis or formatter enforced for PHP","frontend-html/js/ui.js; frontend-html/js/api.js; frontend-html/*/**.html; backend/composer.json:69-77"
"process-maturity","stale-root-artifacts-blade-era","low","","informational","next","S","Root-level launcher and Arabic page guide still describe the retired Blade application","تشغيل-المشروع.bat:25-27; دليل-محتوى-الصفحات.md:60; دليل-محتوى-الصفحات.md:71; دليل-محتوى-الصفحات.md:81"
"process-maturity","no-root-readme-onboarding","low","","informational","next","S","No root README; backend/README.md is the untouched Laravel boilerplate","backend/README.md:1-5; CLAUDE.md"
"process-maturity","nested-git-backup-untraceable","low","","informational","later","S","Retired nested backend/.git is said to be 'backed up' but the backup location is undocumented","CLAUDE.md:12"
